video_id,year,series,series_name,title,brands,url
_0zvpUPP3xk,2024,computour,COMPUTOUR (booth tour),【COMPUTEX 2024】COMPUTOUR - In Win Development Inc.,InWin,https://www.youtube.com/watch?v=_0zvpUPP3xk
3h_dFZIFI2I,2024,computour,COMPUTOUR (booth tour),【COMPUTEX 2024】COMPUTOUR - Pro Gamersware,,https://www.youtube.com/watch?v=3h_dFZIFI2I
YzeNBZ5RKKU,2024,computour,COMPUTOUR (booth tour),【COMPUTEX 2024】COMPUTOUR - Taiwan Automotive Pavilion,,https://www.youtube.com/watch?v=YzeNBZ5RKKU
6BkFqOoVbRU,2024,computour,COMPUTOUR (booth tour),【COMPUTEX 2024】COMPUTOUR - Taiwan Smart Textiles Association,,https://www.youtube.com/watch?v=6BkFqOoVbRU
uwYaSxWu0Yg,2024,computour,COMPUTOUR (booth tour),【COMPUTEX 2024】COMPUTOUR - The Future is Here,,https://www.youtube.com/watch?v=uwYaSxWu0Yg
zi4xpS7CMMw,2024,computour,COMPUTOUR (booth tour),【COMPUTEX 2024】COMPUTOUR - Wiwynn Corporation,Wiwynn,https://www.youtube.com/watch?v=zi4xpS7CMMw
QMF0c9rgbsk,2024,featured,Featured Product,【Featured Product】2024 Helios 16/18 | 14th Gen Gaming Laptops | Predator,Acer Predator,https://www.youtube.com/watch?v=QMF0c9rgbsk
1vFtd6MbZuI,2024,featured,Featured Product,【Featured Product】2024 Helios Neo 16/18 | Code-Breaker Gaming Laptops | Predator,Acer Predator,https://www.youtube.com/watch?v=1vFtd6MbZuI
rU9_WH1AM5g,2024,featured,Featured Product,【Featured Product】2024 Swift Go 14 / 16 | Unlock AI on the Go | Acer,Acer,https://www.youtube.com/watch?v=rU9_WH1AM5g
B2JVDOCeTlk,2024,featured,Featured Product,"【Featured Product】3.5""-SBC-RPL: 3.5"" Single Board Computer with 13th Gen Intel Core CPU",Intel,https://www.youtube.com/watch?v=B2JVDOCeTlk
u1-oJ8XQNvc,2024,featured,Featured Product,【Featured Product】4-Port 4K 60Hz HDMI Seamless Quad-View KVM Switch - QSKM-3114,,https://www.youtube.com/watch?v=u1-oJ8XQNvc
OdgLcON2Z-0,2024,featured,Featured Product,【Featured Product】AEWIN Performant 2U Edge Computing Server with dual AMD Genoa CPUs,AEWIN;AMD,https://www.youtube.com/watch?v=OdgLcON2Z-0
qL2Wtq6BT2Y,2024,featured,Featured Product,【Featured Product】AI Smart Access Control System,,https://www.youtube.com/watch?v=qL2Wtq6BT2Y
WozwmPdCYJ8,2024,featured,Featured Product,【Featured Product】AI in the BoxTM: An Enterprise Private-Cloud Server with All-in-One AI Solutions,,https://www.youtube.com/watch?v=WozwmPdCYJ8
UcyvcXrn8Xc,2024,featured,Featured Product,"【Featured Product】AIoT Non-contact, wide-area physiological sensing technology application",,https://www.youtube.com/watch?v=UcyvcXrn8Xc
J-zh3MQ96Uo,2024,featured,Featured Product,【Featured Product】APLEX PhanTAM Series - The Stainless Steel Panel PC and Display Solution,,https://www.youtube.com/watch?v=J-zh3MQ96Uo
F8slmjXUyk8,2024,featured,Featured Product,【Featured Product】ATEN CS22HF - 2-Port USB FHD HDMI Cable KVM Switch,ATEN,https://www.youtube.com/watch?v=F8slmjXUyk8
fR_6Vo_DGaU,2024,featured,Featured Product,【Featured Product】ATEN DigiKVM™ – KG0016/KG0032,ATEN,https://www.youtube.com/watch?v=fR_6Vo_DGaU
-PUJfnzuBBo,2024,featured,Featured Product,【Featured Product】Acer SpatialLabs View Pro 27 Stereoscopic 3D Monitor | Acer,Acer,https://www.youtube.com/watch?v=-PUJfnzuBBo
KvRMPcu3NqI,2024,featured,Featured Product,【Featured Product】Acer SpatialLabs™ Eyes Stereo Camera | Acer,Acer,https://www.youtube.com/watch?v=KvRMPcu3NqI
sOtgS8mZZyk,2024,featured,Featured Product,【Featured Product】AiQ.Synertial G6 inertial motion capture suit and gloves,,https://www.youtube.com/watch?v=sOtgS8mZZyk
n1oIglcRfPQ,2024,featured,Featured Product,【Featured Product】Build Confidence in ADAS with Keysight’s Autonomous Drive Emulation,,https://www.youtube.com/watch?v=n1oIglcRfPQ
jIcRqRAJIi0,2024,featured,Featured Product,【Featured Product】Build a Sustainable Battery Value Chain with Enhanced Efficiency,,https://www.youtube.com/watch?v=jIcRqRAJIi0
JBJIxMZHydo,2024,featured,Featured Product,【Featured Product】CUT593 Case,,https://www.youtube.com/watch?v=JBJIxMZHydo
R99Px07zmhg,2024,featured,Featured Product,【Featured Product】CircuitFAB Circuit Fabric for digital health multi-application,,https://www.youtube.com/watch?v=R99Px07zmhg
ZwcjkXTxkiU,2024,featured,Featured Product,【Featured Product】Claw Product Video,,https://www.youtube.com/watch?v=ZwcjkXTxkiU
_DVPJX2y84g,2024,featured,Featured Product,【Featured Product】Cooler Master Hybrid M gaming chair,Cooler Master,https://www.youtube.com/watch?v=_DVPJX2y84g
MlX67hNWCQk,2024,featured,Featured Product,【Featured Product】Cooler Master MasterLiquid Atmos AIO,Cooler Master,https://www.youtube.com/watch?v=MlX67hNWCQk
vwaF3ZdJP6k,2024,featured,Featured Product,【Featured Product】Cooler Master Masterbox 600,Cooler Master,https://www.youtube.com/watch?v=vwaF3ZdJP6k
sZf8PBwpzVs,2024,featured,Featured Product,【Featured Product】Cooler Master Ncore 100 MAX,Cooler Master,https://www.youtube.com/watch?v=sZf8PBwpzVs
IHJMjSlgASw,2024,featured,Featured Product,【Featured Product】Cooler Master TD500 MAX,Cooler Master,https://www.youtube.com/watch?v=IHJMjSlgASw
_EircJB7ggQ,2024,featured,Featured Product,【Featured Product】Cooler Master V Platinum V2,Cooler Master,https://www.youtube.com/watch?v=_EircJB7ggQ
cd22HTtrIRQ,2024,featured,Featured Product,【Featured Product】Cooler Master X Silent Edge PSU,Cooler Master,https://www.youtube.com/watch?v=cd22HTtrIRQ
n2efk_ggpgo,2024,featured,Featured Product,【Featured Product】DFI :EV Charger Powered by the Newest Intel Arc,DFI;Intel,https://www.youtube.com/watch?v=n2efk_ggpgo
fLBY3xw5lO8,2024,featured,Featured Product,【Featured Product】Dark Rock Elite | Peak Performance and Legendary Cooling | be quiet,be quiet!,https://www.youtube.com/watch?v=fLBY3xw5lO8
Ypez0wXrX44,2024,featured,Featured Product,【Featured Product】Discover APNX AP1-V air cooler: Efficient Cooling with Aesthetic Elegance,,https://www.youtube.com/watch?v=Ypez0wXrX44
lp62dOkgBuo,2024,featured,Featured Product,【Featured Product】Discover SilverStone：Where Innovation Meets Performance,,https://www.youtube.com/watch?v=lp62dOkgBuo
ZIS4-BRrbMM,2024,featured,Featured Product,【Featured Product】EAZE Unleashed: Experience Comfort and Adjustability Redefined,,https://www.youtube.com/watch?v=ZIS4-BRrbMM
U4lEOB2PeHU,2024,featured,Featured Product,【Featured Product】ENERMAX REVOLUTION D.F. 12 Power Supply,Enermax,https://www.youtube.com/watch?v=U4lEOB2PeHU
H_rIuoRCsXo,2024,featured,Featured Product,【Featured Product】Edge Computing and AI Server Power Solutions,,https://www.youtube.com/watch?v=H_rIuoRCsXo
lTYXH1d5i54,2024,featured,Featured Product,【Featured Product】Edgecore 800G-Optimized Ethernet Fabrics for AI/ML Workloads,,https://www.youtube.com/watch?v=lTYXH1d5i54
Jg2-C0iX8ZA,2024,featured,Featured Product,【Featured Product】Edgecore AGS8200 showcase video,,https://www.youtube.com/watch?v=Jg2-C0iX8ZA
HlP6FmvhbgY,2024,featured,Featured Product,【Featured Product】Edgecore Total AI solution,,https://www.youtube.com/watch?v=HlP6FmvhbgY
c4Q4gAIHBa0,2024,featured,Featured Product,【Featured Product】Enabling the Smart Edge with 5G and AI,,https://www.youtube.com/watch?v=c4Q4gAIHBa0
cQaPsv0gjKw,2024,featured,Featured Product,【Featured Product】Energy Storage System & PV Inverter Solutions,,https://www.youtube.com/watch?v=cQaPsv0gjKw
s1vxUWXdFj8,2024,featured,Featured Product,【Featured Product】Flytech - Android x86 Solutions,,https://www.youtube.com/watch?v=s1vxUWXdFj8
RiPV4SD0N3c,2024,featured,Featured Product,【Featured Product】Flytech – K660 Self-Service Kiosk Solution,,https://www.youtube.com/watch?v=RiPV4SD0N3c
kLl3R93CPm0,2024,featured,Featured Product,【Featured Product】Flytech – K670 Modular Self-Checkout Kiosk Solution,,https://www.youtube.com/watch?v=kLl3R93CPm0
1tkZNMwc-jc,2024,featured,Featured Product,【Featured Product】G.SKILL Trident Z5 RGB Gold/Silver Product Video,G.Skill,https://www.youtube.com/watch?v=1tkZNMwc-jc
gmQK5Jt49-0,2024,featured,Featured Product,【Featured Product】GAMDIAS AEOLUS P2-1203U High Performance PWM ARGB Fans,Gamdias,https://www.youtube.com/watch?v=gmQK5Jt49-0
l-n_IMCn_YQ,2024,featured,Featured Product,【Featured Product】GAMDIAS M2-51D Digital Display CPU Air Cooler,Gamdias,https://www.youtube.com/watch?v=l-n_IMCn_YQ
wVpLaECtr2s,2024,featured,Featured Product,【Featured Product】GIGABYTE AORUS 16X,Gigabyte,https://www.youtube.com/watch?v=wVpLaECtr2s
vIKyrfHDwZg,2024,featured,Featured Product,【Featured Product】GIGABYTE DIRECT LIQUID COOLING SOLUTION,Gigabyte,https://www.youtube.com/watch?v=vIKyrfHDwZg
gz4tsYmDpkM,2024,featured,Featured Product,【Featured Product】GeForce RTX™ 40 EXPERT Series - Graceful Power,,https://www.youtube.com/watch?v=gz4tsYmDpkM
Uf88jpnii6k,2024,featured,Featured Product,【Featured Product】HAVN | Official Teaser,,https://www.youtube.com/watch?v=Uf88jpnii6k
_Q1zsdXpRMI,2024,featured,Featured Product,【Featured Product】HPRT Home Printer Series Introduction,,https://www.youtube.com/watch?v=_Q1zsdXpRMI
PAr2jJY2ZYE,2024,featured,Featured Product,【Featured Product】Health Care Circuit Fabric : pumping energy to the second heart,,https://www.youtube.com/watch?v=PAr2jJY2ZYE
YXQC6tWuiD0,2024,featured,Featured Product,【Featured Product】High-Privacy AI Caregiver,,https://www.youtube.com/watch?v=YXQC6tWuiD0
MHPeGuxQ5Cg,2024,featured,Featured Product,【Featured Product】How V2X will Revolutionize the Mobility Experience,,https://www.youtube.com/watch?v=MHPeGuxQ5Cg
OcyHfqfztJk,2024,featured,Featured Product,【Featured Product】Hydro Ti PRO,,https://www.youtube.com/watch?v=OcyHfqfztJk
1-jzJLm48gI,2024,featured,Featured Product,【Featured Product】ICP DAS Cloud & Data Visualization Solution,,https://www.youtube.com/watch?v=1-jzJLm48gI
x3IhyibXBiM,2024,featured,Featured Product,【Featured Product】ICP DAS Environmental Monitoring Solution in Mine Sites,,https://www.youtube.com/watch?v=x3IhyibXBiM
ZLZDNWs2CPw,2024,featured,Featured Product,【Featured Product】Introducing ASRock AMD Radeon RX 7600 XT Steel Legend 16GB OC Graphics Card,AMD;ASRock,https://www.youtube.com/watch?v=ZLZDNWs2CPw
LnTczwlAqE0,2024,featured,Featured Product,【Featured Product】JCD3199 USB-C® Dock Dual 4K HDMI™,,https://www.youtube.com/watch?v=LnTczwlAqE0
y2RWkUVhOvE,2024,featured,Featured Product,【Featured Product】JCH462 Wormhole Switch™ Display Sharing Hub,,https://www.youtube.com/watch?v=y2RWkUVhOvE
JTTfTUeH6rg,2024,featured,Featured Product,【Featured Product】JCHSD31 /33/34 Series: USB-C® to SD™/microSD™ Adapter for Smartphones,,https://www.youtube.com/watch?v=JTTfTUeH6rg
GKpoPt6GvQc,2024,featured,Featured Product,【Featured Product】KBox E-120-EKL: Industrial Computer with Intel® Atom® x6000E Series CPUs,Intel,https://www.youtube.com/watch?v=GKpoPt6GvQc
6EM1d0XJTdE,2024,featured,Featured Product,【Featured Product】KBox E-430-EKL : Industrial Computer with Intel® Atom® x6000E Series CPUs,Intel,https://www.youtube.com/watch?v=6EM1d0XJTdE
_tJ_aN09hOA,2024,featured,Featured Product,【Featured Product】KBox E-430-TGL : Industrial Computer with 11th Gen Intel® Core™ U-Series CPUs,Intel,https://www.youtube.com/watch?v=_tJ_aN09hOA
4M-s7KtHCaU,2024,featured,Featured Product,【Featured Product】KIOXIA CD8P Data Center SSD Series,,https://www.youtube.com/watch?v=4M-s7KtHCaU
n7PPREyBHdo,2024,featured,Featured Product,【Featured Product】KIOXIA EXCERIA Plus G2 MicroSD 2TB,,https://www.youtube.com/watch?v=n7PPREyBHdo
FC9_TfsSPpI,2024,featured,Featured Product,【Featured Product】KS-Y121 21.5”Countertop Multi-Functional Self-Service Kiosk,,https://www.youtube.com/watch?v=FC9_TfsSPpI
5bM2BCopTmw,2024,featured,Featured Product,【Featured Product】Keysight AD1012A Radar Scene Emulator,,https://www.youtube.com/watch?v=5bM2BCopTmw
I0KBws31T9M,2024,featured,Featured Product,【Featured Product】Keysight Charging Discovery for EV/EVSE Interoperability & Conformance Testing,,https://www.youtube.com/watch?v=I0KBws31T9M
T5lIl5sFIw0,2024,featured,Featured Product,【Featured Product】Keysight PD1500A Dynamic Power Device Double Pulse Tester for WBG Semiconductor,,https://www.youtube.com/watch?v=T5lIl5sFIw0
UEIiAHVVTsk,2024,featured,Featured Product,【Featured Product】LEX System :HAWK 3I130TW-fanless embedded vehicle/railway system,,https://www.youtube.com/watch?v=UEIiAHVVTsk
UzdwT-haYmM,2024,featured,Featured Product,【Featured Product】Low-Carbon Smart Fishing Fleet System,,https://www.youtube.com/watch?v=UzdwT-haYmM
WQCg-mMZX3E,2024,featured,Featured Product,【Featured Product】MH-0616 6” Android 10 Smart Measurement Handy Terminal,,https://www.youtube.com/watch?v=WQCg-mMZX3E
2I-BGnkO_IU,2024,featured,Featured Product,"【Featured Product】MMS1016 10.1"" Medical Rugged Mobile Tablet PC",,https://www.youtube.com/watch?v=2I-BGnkO_IU
3UN8RJI5ITE,2024,featured,Featured Product,【Featured Product】MSI New-Gen QD-OLED Monitors,MSI,https://www.youtube.com/watch?v=3UN8RJI5ITE
jh23pYVBT7g,2024,featured,Featured Product,【Featured Product】MTG Business Commercial Solution,,https://www.youtube.com/watch?v=jh23pYVBT7g
2AnnfZ4cP4s,2024,featured,Featured Product,【Featured Product】MTG Industrial Automation Solution,,https://www.youtube.com/watch?v=2AnnfZ4cP4s
b9KnfVdxBVs,2024,featured,Featured Product,【Featured Product】MTG Medical Healthcare Solution,,https://www.youtube.com/watch?v=b9KnfVdxBVs
o2IvVN5Dh8A,2024,featured,Featured Product,【Featured Product】Manta XFinity series,,https://www.youtube.com/watch?v=o2IvVN5Dh8A
pv3-zDDkPIQ,2024,featured,Featured Product,【Featured Product】Meet Pascari - the fresh face in Enterprise storage from Phison,Phison,https://www.youtube.com/watch?v=pv3-zDDkPIQ
j7dhZmTzow0,2024,featured,Featured Product,【Featured Product】MoboLink -Device Management and Data Exchange Management,,https://www.youtube.com/watch?v=j7dhZmTzow0
KHO6IWWs4IE,2024,featured,Featured Product,【Featured Product】Multitask with Seamless Workflows between 2 Computers and 2 Displays,,https://www.youtube.com/watch?v=KHO6IWWs4IE
aW_bzuBQoGs,2024,featured,Featured Product,【Featured Product】PLANET Advanced Intelligent Transportation System (ITS) Network Solution,PLANET,https://www.youtube.com/watch?v=aW_bzuBQoGs
Afdo7sNHU0E,2024,featured,Featured Product,【Featured Product】PLANET Industrial EtherCAT Network Solution,PLANET,https://www.youtube.com/watch?v=Afdo7sNHU0E
NEv6Ru7usl8,2024,featured,Featured Product,【Featured Product】PLANET Industrial Managed TSN Ethernet Switch (TSN-6325-8T4S4X),PLANET,https://www.youtube.com/watch?v=NEv6Ru7usl8
mxFGSn2gLf0,2024,featured,Featured Product,【Featured Product】PLANET Intelligent Multi-port PoE Injector Hub(UPOE-Series),PLANET,https://www.youtube.com/watch?v=mxFGSn2gLf0
FWKJ9G5qYbE,2024,featured,Featured Product,【Featured Product】PLANET LoRa AIoT Network Solution,PLANET,https://www.youtube.com/watch?v=FWKJ9G5qYbE
UJTkFtOuDi8,2024,featured,Featured Product,【Featured Product】PLANET Renewable Energy Management Controller Series,PLANET,https://www.youtube.com/watch?v=UJTkFtOuDi8
MVoeC_a9qgg,2024,featured,Featured Product,【Featured Product】PLANET Universal Network Management Central Controller (UNC-NMS),PLANET,https://www.youtube.com/watch?v=MVoeC_a9qgg
_j_5d8cjjaU,2024,featured,Featured Product,【Featured Product】PNY VelocityX – The ultimate GPU utility,,https://www.youtube.com/watch?v=_j_5d8cjjaU
-vdYwxvuepY,2024,featured,Featured Product,【Featured Product】Perovskite X-ray Panel Detector,,https://www.youtube.com/watch?v=-vdYwxvuepY
I4hnsgQ0s9s,2024,featured,Featured Product,【Featured Product】Phison Electronics－The Premier Choice for Enterprise Storage,Phison,https://www.youtube.com/watch?v=I4hnsgQ0s9s
lqsGC0b8LyI,2024,featured,Featured Product,【Featured Product】Phison PCIe 5.0 PS7201 16-Lane Retimer Solution,Phison,https://www.youtube.com/watch?v=lqsGC0b8LyI
8Qt9W0boQno,2024,featured,Featured Product,【Featured Product】Phison's X1 Enterprise PCIe Gen4x4 SSD Solutions,Phison,https://www.youtube.com/watch?v=8Qt9W0boQno
OWP86jQ0oLA,2024,featured,Featured Product,【Featured Product】Poised and Collected Market Leader – PS5026-E26 PCIe Gen5 Controller,,https://www.youtube.com/watch?v=OWP86jQ0oLA
5fBSi5Be5Hg,2024,featured,Featured Product,【Featured Product】Predator SpatialLabs View 27 3D Gaming Monitor | Predator,Acer Predator,https://www.youtube.com/watch?v=5fBSi5Be5Hg
-Tx6-Jh2fS0,2024,featured,Featured Product,【Featured Product】Project Zero Series - Absolute Simplicity,,https://www.youtube.com/watch?v=-Tx6-Jh2fS0
WYmImf-C7m8,2024,featured,Featured Product,【Featured Product】QCT Cutting Edge Infrastructures and Solutions Powered by NVIDIA,NVIDIA,https://www.youtube.com/watch?v=WYmImf-C7m8
50YCsKPcLAc,2024,featured,Featured Product,【Featured Product】QCT QoolRack Integrated & Stand-alone Liquid Cooling Solutions,,https://www.youtube.com/watch?v=50YCsKPcLAc
